,Solvent_smiles,Solvent count
0,CC#N,252
1,CC(=O)O,34
2,CC(C)=O,328
3,CC(C)O,359
4,CCCCO,276
5,CCCO,300
6,CCO,489
7,CCOC(C)=O,347
8,CO,409
9,Cc1ccccc1,153
