,Solvent_smiles,Solvent count
0,C1COCCO1,130
1,CC#N,252
2,CC(C)CO,102
3,CC(C)O,359
4,CCCCO,276
5,CCCO,300
6,CCO,489
7,CCOC(C)=O,347
8,CN(C)C=O,134
9,CN1CCCC1=O,48
10,CO,409
11,OCCO,53
