,Solvent_smiles,Solvent count
0,C1CCCCC1,78
1,C1COCCO1,130
2,CC(=O)O,34
3,CC(C)=O,328
4,CCC(C)=O,74
5,CCOC(C)=O,347
6,CCOCC,10
7,Cc1ccccc1,153
8,ClC(Cl)Cl,69
9,ClCCl,48
10,c1ccccc1,25
