,Solvent_smiles,Solvent count
0,C1CCCCC1,78
1,C1CCOC1,72
2,CC#N,252
3,CC(C)=O,328
4,CC(C)O,359
5,CCCCCC,84
6,CCCCO,276
7,CCCO,300
8,CCO,489
9,CCOC(C)=O,347
