,Solvent_smiles,Solvent count
0,C1COCCO1,130
1,CC#N,252
2,CC(C)O,359
3,CCC(C)=O,74
4,CCCCO,276
5,CCCO,300
6,CCO,489
7,CCOC(C)=O,347
8,CN(C)C=O,134
9,CO,409
10,Cc1ccccc1,153
11,ClC(Cl)(Cl)Cl,24
12,ClCCCl,14
13,Clc1ccccc1,13
