,Solvent_smiles,Solvent count
0,C1CCOC1,72
1,C1COCCO1,130
2,CC#N,252
3,CC(C)=O,328
4,CC(C)O,359
5,CCCCCC,84
6,CCCO,300
7,CCO,489
8,CCOC(C)=O,347
9,CO,409
10,Cc1ccccc1,153
11,ClCCCl,14
