,Solvent_smiles,Solvent count
0,C1COCCO1,130
1,CC(=O)OC(C)C,14
2,CC(C)=O,328
3,CCCCOC(C)=O,36
4,CCCOC(C)=O,25
5,CCO,489
6,CCOC(C)=O,347
7,CCOCCO,19
8,CN(C)C=O,134
9,CO,409
10,COC(C)=O,65
