,Solvent_smiles,Solvent count
0,CC#N,252
1,CC(C)CO,102
2,CC(C)O,359
3,CCCCO,276
4,CCCO,300
5,CCO,489
6,CCOC(C)=O,347
7,CN(C)C=O,134
8,CN1CCCC1=O,48
9,CS(C)=O,46
10,OCCO,53
