,Solvent_smiles,Solvent count
0,CC(=O)OC(C)C,14
1,CC(C)O,359
2,CCCCOC(C)=O,36
3,CCCO,300
4,CCO,489
5,CCOC(C)=O,347
6,CCOC=O,16
7,CO,409
