,Solvent_smiles,Solvent count
0,CC#N,252
1,CC(C)=O,328
2,CC(C)O,359
3,CCCCO,276
4,CCCO,300
5,CCO,489
6,CN(C)C=O,134
7,CO,409
8,CS(C)=O,46
