,Solvent_smiles,Solvent count
0,C1COCCO1,130
1,CC#N,252
2,CC(C)=O,328
3,CC(C)CO,102
4,CC(C)O,359
5,CCC(C)=O,74
6,CCC(C)O,56
7,CCCCCO,61
8,CCCCO,276
9,CCCO,300
10,CCO,489
11,CCOC(C)=O,347
12,CO,409
13,COC(C)=O,65
14,ClCCl,48
