,Solvent_smiles,Solvent count
0,C1CCCCC1,78
1,CC#N,252
2,CC(C)=O,328
3,CC(C)CO,102
4,CC(C)O,359
5,CCC(C)=O,74
6,CCCCO,276
7,CCCO,300
8,CCOC(C)=O,347
9,CCc1ccccc1,9
10,Cc1ccccc1,153
