,Solvent_smiles,Solvent count
0,C1CCCCC1,78
1,C1COCCO1,130
2,CC#N,252
3,CC(=O)O,34
4,CC(C)=O,328
5,CC(C)CO,102
6,CC(C)O,359
7,CCC(C)=O,74
8,CCCCO,276
9,CCCO,300
10,CCO,489
11,CCOC(C)=O,347
12,CCc1ccccc1,9
13,CO,409
14,Cc1ccccc1,153
