,Solvent_smiles,Solvent count
0,CC(C)=O,328
1,CC(C)CO,102
2,CCCCO,276
3,CCCO,300
4,CCO,489
5,CCOC(C)=O,347
6,CO,409
7,ClC(Cl)(Cl)Cl,24
