,Solvent_smiles,Solvent count
0,C1CCCCC1,78
1,C1CCOC1,72
2,C1COCCO1,130
3,CC(C)=O,328
4,CCCO,300
5,CCOC(C)=O,347
6,CN(C)C=O,134
7,CO,409
