,Solvent_smiles,Solvent count
0,C1CCCCC1,78
1,CC(C)O,359
2,CCCCCC,84
3,CCCCCCC,24
4,CCCCO,276
5,CCCO,300
6,CCO,489
7,CCOC(C)=O,347
8,CO,409
9,ClC(Cl)(Cl)Cl,24
